player_id,player_name,round,predicted_points,actual_points
433,Harrison,14,0.0,0
432,Onana,14,0.0,0
79,Mepham,14,0.0,0
102,Balcombe,14,0.0,0
756,DaCosta,14,0.0,0
333,Godo,14,0.0,0
327,Andreas,14,0.0,0
323,Amissah,14,0.0,0
154,Cashin,14,0.0,0
153,Webster,14,0.0,0
92,Faivre,14,0.0,0
111,Pinnock,14,-0.075,4
229,B.Badiashile,14,-0.238,0
